PlotID,Block,PlotName,Location,CropName,CropTrt,SiteNum,RowNumber,ColNum,Position,Season,SamplingWeek,SamplingDate,Year,Month,Day,CropTrt,Height_cm,Height_cm,Height_cm,Chlorophyll_CCI,Chlorophyll_CCI,Chlorophyll_CCI
129,15,OC_SS-4,OC,SS,SS,4,4,3,443,Summer,5,6/17/2019,2019,6,17,SS,181,158,168,21,20.8,37.3
130,15,OC_VB-4,OC,VB,VB,4,4,4,444,Summer,5,6/17/2019,2019,6,17,VB,110,160,137,23.7,26.4,38.1
131,15,OC_SHVB-4,OC,SH,SHVB,4,4,5,445,Summer,5,6/17/2019,2019,6,17,SH,116,105,132,10.2,9.6,15.9
131,15,OC_SHVB-4,OC,VB,SHVB,4,4,5,445,Summer,5,6/17/2019,2019,6,17,VB,157,134,,23,13.7,
132,15,OC_SHSS-4,OC,SH,SHSS,4,4,6,446,Summer,5,6/17/2019,2019,6,17,SH,122,145,134,11,11.4,13.7
132,15,OC_SHSS-4,OC,SS,SHSS,4,4,6,446,Summer,5,6/17/2019,2019,6,17,SS,172,270,177,34,18.7,25.8
133,15,OC_VB-5,OC,VB,VB,4,5,1,451,Summer,5,6/17/2019,2019,6,17,VB,143,132,122,28,21.1,15
134,15,OC_SHSS-5,OC,SH,SHSS,4,5,2,452,Summer,5,6/17/2019,2019,6,17,SH,155,120,133,10.8,14.3,19.6
134,15,OC_SHSS-5,OC,SS,SHSS,4,5,2,452,Summer,5,6/17/2019,2019,6,17,SS,210,211,182,11.1,13.4,32.3
135,15,OC_SHVB-5,OC,VB,SHVB,4,5,3,453,Summer,5,6/17/2019,2019,6,17,VB,217,135,198,7.6,18.8,14.7
135,15,OC_SHVB-5,OC,SH,SHVB,4,5,3,453,Summer,5,6/17/2019,2019,6,17,SH,139,117,142,15.6,23.8,13.3
136,15,OC_SH-5,OC,SH,SH,4,5,4,454,Summer,5,6/17/2019,2019,6,17,SH,122,130,141,13.2,11.8,17.6
137,15,OC_SS-5,OC,SS,SS,4,5,5,455,Summer,5,6/17/2019,2019,6,17,SS,210,230,150,18.4,45.2,21.6
138,15,OC_SSVB-5,OC,VB,SSVB,4,5,6,456,Summer,5,6/17/2019,2019,6,17,VB,140,149,172,14.8,19.2,20.2
138,15,OC_SSVB-5,OC,SS,SSVB,4,5,6,456,Summer,5,6/17/2019,2019,6,17,SS,197,161,210,20.6,26.7,41.3
139,15,OC_SS-6,OC,SS,SS,4,6,1,461,Summer,5,6/17/2019,2019,6,17,SS,174,195,156,26.9,26.8,38.6
140,15,OC_SHVB-6,OC,SH,SHVB,4,6,2,462,Summer,5,6/17/2019,2019,6,17,SH,130,100,133,14.7,17.7,20
140,15,OC_SHVB-6,OC,VB,SHVB,4,6,2,462,Summer,5,6/17/2019,2019,6,17,VB,162,211,156,17.4,19.3,20.2
141,15,OC_SSVB-6,OC,SS,SSVB,4,6,3,463,Summer,5,6/17/2019,2019,6,17,SS,175,170,154,8.6,27.2,17.6
141,15,OC_SSVB-6,OC,VB,SSVB,4,6,3,463,Summer,5,6/17/2019,2019,6,17,VB,280,163,195,14.3,22.4,21.8
142,15,OC_SHSS-6,OC,SH,SHSS,4,6,4,464,Summer,5,6/17/2019,2019,6,17,SH,157,129,120,25.4,19.8,20.8
142,15,OC_SHSS-6,OC,SS,SHSS,4,6,4,464,Summer,5,6/17/2019,2019,6,17,SS,191,211,195,19.3,33.3,34.1
143,15,OC_SH-6,OC,SH,SH,4,6,5,465,Summer,5,6/17/2019,2019,6,17,SH,130,133,135,18.1,23.2,16.5
144,15,OC_VB-6,OC,VB,VB,4,6,6,466,Summer,5,6/17/2019,2019,6,17,VB,133,120,144,24.2,25.9,31.6
