PlotID,PlotName,CropName,CropTrt,Block,Location,SiteNum,RowNumber,ColNum,Position,Season,Year,Month,Day,SamplingWeek,SamplingDate,Height_cm,Height_cm,Height_cm,Chlorophyll_CCI,Chlorophyll_CCI,Chlorophyll_CCI
132,OC_SHSS-4,SS,SHSS,15,OC,4,4,6,446,Winter,2019,12,19,6,12/19/2019,80,103,62,23.3,21.7,21.7
133,OC_VB-5,VB,VB,15,OC,4,5,1,451,Winter,2019,12,19,6,12/19/2019,33+,34+,51+,16.9,17.6,14.6
134,OC_SHSS-5,SH,SHSS,15,OC,4,5,2,452,Winter,2019,12,19,6,12/19/2019,61,43,56,20.1,21.6,19.3
134,OC_SHSS-5,SS,SHSS,15,OC,4,5,2,452,Winter,2019,12,19,6,12/19/2019,25,44,77,12.3,11.4,20.6
135,OC_SHVB-5,VB,SHVB,15,OC,4,5,3,453,Winter,2019,12,19,6,12/19/2019,21,41+,50+,16.8,13.2,10.4
135,OC_SHVB-5,SH,SHVB,15,OC,4,5,3,453,Winter,2019,12,19,6,12/19/2019,57,50,42,18.7,21.8,16.6
136,OC_SH-5,SH,SH,15,OC,4,5,4,454,Winter,2019,12,19,6,12/19/2019,37,55,59,17.5,12.7,16
137,OC_SS-5,SS,SS,15,OC,4,5,5,455,Winter,2019,12,19,6,12/19/2019,70,52,77,12.6,11.2,20.9
138,OC_SSVB-5,VB,SSVB,15,OC,4,5,6,456,Winter,2019,12,19,6,12/19/2019,54+,48+,60+,19.1,10.4,15.5
138,OC_SSVB-5,SS,SSVB,15,OC,4,5,6,456,Winter,2019,12,19,6,12/19/2019,70,49,53,15.2,17.1,14.2
139,OC_SS-6,SS,SS,15,OC,4,6,1,461,Winter,2019,12,19,6,12/19/2019,47,31,30,14.8,14.7,7.1
140,OC_SHVB-6,SH,SHVB,15,OC,4,6,2,462,Winter,2019,12,19,6,12/19/2019,42,52,31,18,14.1,21.7
140,OC_SHVB-6,VB,SHVB,15,OC,4,6,2,462,Winter,2019,12,19,6,12/19/2019,36+,52+,35+,14.9,6.9,23.5
141,OC_SSVB-6,SS,SSVB,15,OC,4,6,3,463,Winter,2019,12,19,6,12/19/2019,29,32,41,6.7,8.1,9.3
141,OC_SSVB-6,VB,SSVB,15,OC,4,6,3,463,Winter,2019,12,19,6,12/19/2019,40+,42+,20,5.8,13.6,18.7
142,OC_SHSS-6,SH,SHSS,15,OC,4,6,4,464,Winter,2019,12,19,6,12/19/2019,37,41,50,15.6,25,15.4
142,OC_SHSS-6,SS,SHSS,15,OC,4,6,4,464,Winter,2019,12,19,6,12/19/2019,46,22,28,6.1,3.1,7.8
143,OC_SH-6,SH,SH,15,OC,4,6,5,465,Winter,2019,12,19,6,12/19/2019,49,62,50,14.3,21.6,19.1
144,OC_VB-6,VB,VB,15,OC,4,6,6,466,Winter,2019,12,19,6,12/19/2019,76+,40+,47+,14.4,9,11.1
