PlotID,PlotName,CropName,CropTrt,Location,Block,SiteNum,RowNum,ColNum,Position,Month,Day,Year,Season,SamplingDate,SamplingWeek,Height_cm,Height_cm,Height_cm,Chlorophyll_CCI,Chlorophyll_CCI,Chlorophyll_CCI
132,OC_SHSS-4,SH,SHSS,OC,15,4,4,6,446,1,2,2020,Winter,1/2/2020,8,101,79,80,17.5,20.9,13.2
132,OC_SHSS-4,SS,SHSS,OC,15,4,4,6,446,1,2,2020,Winter,1/2/2020,8,132,49,66,16.7,14.5,28.7
133,OC_VB-5,VB,VB,OC,15,4,5,1,451,1,2,2020,Winter,1/2/2020,8,120+,53+,81+,28.3,30.5,23.4
134,OC_SHSS-5,SH,SHSS,OC,15,4,5,2,452,1,2,2020,Winter,1/2/2020,8,90,73,85,23.6,33.8,20.2
134,OC_SHSS-5,SS,SHSS,OC,15,4,5,2,452,1,2,2020,Winter,1/2/2020,8,71,40,52,11.9,13.3,12.8
135,OC_SHVB-5,VB,SHVB,OC,15,4,5,3,453,1,2,2020,Winter,1/2/2020,8,70+,81+,44+,14.7,7.2,11.4
135,OC_SHVB-5,SH,SHVB,OC,15,4,5,3,453,1,2,2020,Winter,1/2/2020,8,80,70,69,30.8,30.2,14.7
136,OC_SH-5,SH,SH,OC,15,4,5,4,454,1,2,2020,Winter,1/2/2020,8,86,77,68,9.9,21,25.7
137,OC_SS-5,SS,SS,OC,15,4,5,5,455,1,2,2020,Winter,1/2/2020,8,42,83,104,10.1,12.4,8.4
138,OC_SSVB-5,VB,SSVB,OC,15,4,5,6,456,1,2,2020,Winter,1/2/2020,8,90+,54+,50+,9.8,23,7.5
138,OC_SSVB-5,SS,SSVB,OC,15,4,5,6,456,1,2,2020,Winter,1/2/2020,8,55,74,68,11.2,11.3,25.9
139,OC_SS-6,SS,SS,OC,15,4,6,1,461,1,2,2020,Winter,1/2/2020,8,40,25,20,7.4,13.2,9
140,OC_SHVB-6,SH,SHVB,OC,15,4,6,2,462,1,2,2020,Winter,1/2/2020,8,74,60,69,16.5,14.4,14.1
140,OC_SHVB-6,VB,SHVB,OC,15,4,6,2,462,1,2,2020,Winter,1/2/2020,8,70+,55+,62+,10.1,17.3,19.3
141,OC_SSVB-6,SS,SSVB,OC,15,4,6,3,463,1,2,2020,Winter,1/2/2020,8,37,28,20,6.7,8.9,10.1
141,OC_SSVB-6,VB,SSVB,OC,15,4,6,3,463,1,2,2020,Winter,1/2/2020,8,40,110,51,7.2,15.9,6.7
142,OC_SHSS-6,SH,SHSS,OC,15,4,6,4,464,1,2,2020,Winter,1/2/2020,8,68,57,52,30.3,16.2,21.8
142,OC_SHSS-6,SS,SHSS,OC,15,4,6,4,464,1,2,2020,Winter,1/2/2020,8,36,40,28,11,13,9.2
143,OC_SH-6,SH,SH,OC,15,4,6,5,465,1,2,2020,Winter,1/2/2020,8,68,92,51,19,12.9,12.7
144,OC_VB-6,VB,VB,OC,15,4,6,6,466,1,2,2020,Winter,1/2/2020,8,47+,51+,40+,19.6,26,23.9
